dob,photo_taken,full_path,gender
714055,2003,nm0000100_rm230922496_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm264476928_1955-1-6_2003.jpg,1.0
714055,2001,nm0000100_rm2804586496_1955-1-6_2001.jpg,1.0
714055,2001,nm0000100_rm2838140928_1955-1-6_2001.jpg,1.0
714055,2001,nm0000100_rm2854918144_1955-1-6_2001.jpg,1.0
714055,2011,nm0000100_rm2969547264_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm2986324480_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm3003101696_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm3036656128_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm3187651072_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm3204428288_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm331585792_1955-1-6_2003.jpg,1.0
714055,1994,nm0000100_rm341607680_1955-1-6_1994.jpg,1.0
714055,2011,nm0000100_rm3520638976_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm3653409024_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm3686963456_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm3703740672_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm3737295104_1955-1-6_2003.jpg,1.0
714055,2011,nm0000100_rm3738742784_1955-1-6_2011.jpg,1.0
714055,2011,nm0000100_rm3755520000_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm3822295296_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm46373120_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm566466816_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm616798464_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm633575680_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm650352896_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm683907328_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm717461760_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm734238976_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm751016192_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm784570624_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm79927552_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm818125056_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm834902272_1955-1-6_2003.jpg,1.0
714055,2011,nm0000100_rm862094592_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm935565568_1955-1-6_2003.jpg,1.0
714055,2011,nm0000100_rm951237632_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm952342784_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm96704768_1955-1-6_2003.jpg,1.0
714055,2003,nm0000100_rm969120000_1955-1-6_2003.jpg,1.0
714055,2011,nm0000100_rm984792064_1955-1-6_2011.jpg,1.0
714055,2003,nm0000100_rm985897216_1955-1-6_2003.jpg,1.0
714186,2006,nm0000200_rm1010341888_1955-5-17_2006.jpg,1.0
714186,2013,nm0000200_rm1026153216_1955-5-17_2013.jpg,1.0
714186,2006,nm0000200_rm1027119104_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm104372224_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm1043896320_1955-5-17_2006.jpg,1.0
714186,1995,nm0000200_rm1044286976_1955-5-17_1995.jpg,1.0
714186,1998,nm0000200_rm1060212224_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm1060673536_1955-5-17_2006.jpg,1.0
714186,1996,nm0000200_rm1085446912_1955-5-17_1996.jpg,1.0
714186,1992,nm0000200_rm1144557056_1955-5-17_1992.jpg,1.0
714186,2006,nm0000200_rm121149440_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm1221888768_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm1238665984_1955-5-17_2006.jpg,1.0
714186,1995,nm0000200_rm1241356544_1955-5-17_1995.jpg,1.0
714186,2006,nm0000200_rm1255443200_1955-5-17_2006.jpg,1.0
714186,1995,nm0000200_rm1292417280_1955-5-17_1995.jpg,1.0
714186,2013,nm0000200_rm1308089088_1955-5-17_2013.jpg,1.0
714186,1995,nm0000200_rm1308465408_1955-5-17_1995.jpg,1.0
714186,1995,nm0000200_rm1309194496_1955-5-17_1995.jpg,1.0
714186,1995,nm0000200_rm1325971712_1955-5-17_1995.jpg,1.0
714186,2004,nm0000200_rm1342937088_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm1354663168_1955-5-17_2006.jpg,1.0
714186,2004,nm0000200_rm1359714304_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm1378728448_1955-5-17_2006.jpg,1.0
714186,1995,nm0000200_rm1379700224_1955-5-17_1995.jpg,1.0
714186,2006,nm0000200_rm1388217600_1955-5-17_2006.jpg,1.0
714186,2004,nm0000200_rm1393268736_1955-5-17_2004.jpg,1.0
714186,1995,nm0000200_rm1396477440_1955-5-17_1995.jpg,1.0
714186,1995,nm0000200_rm1413254656_1955-5-17_1995.jpg,1.0
714186,2006,nm0000200_rm1438549248_1955-5-17_2006.jpg,1.0
714186,2009,nm0000200_rm1442941440_1955-5-17_2009.jpg,1.0
714186,2012,nm0000200_rm1459072256_1955-5-17_2012.jpg,1.0
714186,2006,nm0000200_rm1472103680_1955-5-17_2006.jpg,1.0
714186,2000,nm0000200_rm1490459392_1955-5-17_2000.jpg,1.0
714186,1996,nm0000200_rm1499516416_1955-5-17_1996.jpg,1.0
714186,2000,nm0000200_rm1507236608_1955-5-17_2000.jpg,1.0
714186,1996,nm0000200_rm1516293632_1955-5-17_1996.jpg,1.0
714186,2000,nm0000200_rm1524013824_1955-5-17_2000.jpg,1.0
714186,1995,nm0000200_rm1530695168_1955-5-17_1995.jpg,1.0
714186,1996,nm0000200_rm1533070848_1955-5-17_1996.jpg,1.0
714186,2012,nm0000200_rm1559735552_1955-5-17_2012.jpg,1.0
714186,2006,nm0000200_rm1580055040_1955-5-17_2006.jpg,1.0
714186,1995,nm0000200_rm1581026816_1955-5-17_1995.jpg,1.0
714186,2000,nm0000200_rm1585486592_1955-5-17_2000.jpg,1.0
714186,1995,nm0000200_rm1597804032_1955-5-17_1995.jpg,1.0
714186,2000,nm0000200_rm1602263808_1955-5-17_2000.jpg,1.0
714186,1992,nm0000200_rm1698205184_1955-5-17_1992.jpg,1.0
714186,2011,nm0000200_rm1718005760_1955-5-17_2011.jpg,1.0
714186,2009,nm0000200_rm1728154112_1955-5-17_2009.jpg,1.0
714186,1992,nm0000200_rm1748536832_1955-5-17_1992.jpg,1.0
714186,2003,nm0000200_rm1754635008_1955-5-17_2003.jpg,1.0
714186,2009,nm0000200_rm1778485760_1955-5-17_2009.jpg,1.0
714186,2000,nm0000200_rm1781829120_1955-5-17_2000.jpg,1.0
714186,1996,nm0000200_rm1853070080_1955-5-17_1996.jpg,1.0
714186,2005,nm0000200_rm1857335296_1955-5-17_2005.jpg,1.0
714186,1996,nm0000200_rm1869847296_1955-5-17_1996.jpg,1.0
714186,2013,nm0000200_rm189244672_1955-5-17_2013.jpg,1.0
714186,1997,nm0000200_rm1905047296_1955-5-17_1997.jpg,1.0
714186,2000,nm0000200_rm1932824064_1955-5-17_2000.jpg,1.0
714186,1996,nm0000200_rm1940563712_1955-5-17_1996.jpg,1.0
714186,1996,nm0000200_rm2007672576_1955-5-17_1996.jpg,1.0
714186,2004,nm0000200_rm2030147584_1955-5-17_2004.jpg,1.0
714186,1992,nm0000200_rm2050526720_1955-5-17_1992.jpg,1.0
714186,2013,nm0000200_rm206021888_1955-5-17_2013.jpg,1.0
714186,1996,nm0000200_rm206805504_1955-5-17_1996.jpg,1.0
714186,2010,nm0000200_rm2069860096_1955-5-17_2010.jpg,1.0
714186,2010,nm0000200_rm2086637312_1955-5-17_2010.jpg,1.0
714186,2004,nm0000200_rm2097256448_1955-5-17_2004.jpg,1.0
714186,2010,nm0000200_rm2103414528_1955-5-17_2010.jpg,1.0
714186,2010,nm0000200_rm2120191744_1955-5-17_2010.jpg,1.0
714186,2000,nm0000200_rm2186910208_1955-5-17_2000.jpg,1.0
714186,2000,nm0000200_rm2203687424_1955-5-17_2000.jpg,1.0
714186,2014,nm0000200_rm2257976064_1955-5-17_2014.jpg,1.0
714186,1993,nm0000200_rm2292101120_1955-5-17_1993.jpg,1.0
714186,2014,nm0000200_rm2309476096_1955-5-17_2014.jpg,1.0
714186,2005,nm0000200_rm2315622912_1955-5-17_2005.jpg,1.0
714186,2013,nm0000200_rm2331761408_1955-5-17_2013.jpg,1.0
714186,2005,nm0000200_rm2332400128_1955-5-17_2005.jpg,1.0
714186,2013,nm0000200_rm2348538624_1955-5-17_2013.jpg,1.0
714186,2013,nm0000200_rm2382093056_1955-5-17_2013.jpg,1.0
714186,2004,nm0000200_rm2413860864_1955-5-17_2004.jpg,1.0
714186,1993,nm0000200_rm2476650496_1955-5-17_1993.jpg,1.0
714186,2014,nm0000200_rm2494025472_1955-5-17_2014.jpg,1.0
714186,2014,nm0000200_rm2510802688_1955-5-17_2014.jpg,1.0
714186,2011,nm0000200_rm2523246592_1955-5-17_2011.jpg,1.0
714186,2006,nm0000200_rm2538052352_1955-5-17_2006.jpg,1.0
714186,2009,nm0000200_rm2556136960_1955-5-17_2009.jpg,1.0
714186,1987,nm0000200_rm2575932160_1955-5-17_1987.jpg,1.0
714186,1990,nm0000200_rm267819264_1955-5-17_1990.jpg,1.0
714186,2006,nm0000200_rm2690420224_1955-5-17_2006.jpg,1.0
714186,2013,nm0000200_rm2690632448_1955-5-17_2013.jpg,1.0
714186,2006,nm0000200_rm2707197440_1955-5-17_2006.jpg,1.0
714186,2013,nm0000200_rm2726338560_1955-5-17_2013.jpg,1.0
714186,1996,nm0000200_rm2737084928_1955-5-17_1996.jpg,1.0
714186,2006,nm0000200_rm2740751872_1955-5-17_2006.jpg,1.0
714186,2004,nm0000200_rm2752223232_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm2780726528_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2821569024_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2838346240_1955-5-17_2006.jpg,1.0
714186,1992,nm0000200_rm285115648_1955-5-17_1992.jpg,1.0
714186,1986,nm0000200_rm287411968_1955-5-17_1986.jpg,1.0
714186,2006,nm0000200_rm2888677888_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2891746816_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2905455104_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2925301248_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm2942078464_1955-5-17_2006.jpg,1.0
714186,2002,nm0000200_rm2971638272_1955-5-17_2002.jpg,1.0
714186,1998,nm0000200_rm2992282112_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm3022895616_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3065939200_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3073227264_1955-5-17_2006.jpg,1.0
714186,2010,nm0000200_rm3076493056_1955-5-17_2010.jpg,1.0
714186,2013,nm0000200_rm3076508416_1955-5-17_2013.jpg,1.0
714186,1999,nm0000200_rm3135347456_1955-5-17_1999.jpg,1.0
714186,1996,nm0000200_rm3210516480_1955-5-17_1996.jpg,1.0
714186,2014,nm0000200_rm3214277376_1955-5-17_2014.jpg,1.0
714186,2012,nm0000200_rm3250238720_1955-5-17_2012.jpg,1.0
714186,2012,nm0000200_rm3267015936_1955-5-17_2012.jpg,1.0
714186,2012,nm0000200_rm3283793152_1955-5-17_2012.jpg,1.0
714186,2015,nm0000200_rm3318937088_1955-5-17_2015.jpg,1.0
714186,1996,nm0000200_rm334535424_1955-5-17_1996.jpg,1.0
714186,2014,nm0000200_rm3351829248_1955-5-17_2014.jpg,1.0
714186,2006,nm0000200_rm3358038016_1955-5-17_2006.jpg,1.0
714186,2001,nm0000200_rm3375208448_1955-5-17_2001.jpg,1.0
714186,2004,nm0000200_rm3406796800_1955-5-17_2004.jpg,1.0
714186,2001,nm0000200_rm3408762880_1955-5-17_2001.jpg,1.0
714186,2004,nm0000200_rm3423574016_1955-5-17_2004.jpg,1.0
714186,1997,nm0000200_rm3427637760_1955-5-17_1997.jpg,1.0
714186,2006,nm0000200_rm3441924096_1955-5-17_2006.jpg,1.0
714186,1997,nm0000200_rm3444414976_1955-5-17_1997.jpg,1.0
714186,2006,nm0000200_rm3458701312_1955-5-17_2006.jpg,1.0
714186,1997,nm0000200_rm3459823104_1955-5-17_1997.jpg,1.0
714186,2006,nm0000200_rm3475478528_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3492255744_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3525810176_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3542587392_1955-5-17_2006.jpg,1.0
714186,2004,nm0000200_rm3557791744_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm3559364608_1955-5-17_2006.jpg,1.0
714186,2001,nm0000200_rm3559757824_1955-5-17_2001.jpg,1.0
714186,2004,nm0000200_rm3574568960_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm3576141824_1955-5-17_2006.jpg,1.0
714186,2001,nm0000200_rm3576535040_1955-5-17_2001.jpg,1.0
714186,2004,nm0000200_rm3591346176_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm3592919040_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3609696256_1955-5-17_2006.jpg,1.0
714186,2001,nm0000200_rm3610089472_1955-5-17_2001.jpg,1.0
714186,1998,nm0000200_rm3628243712_1955-5-17_1998.jpg,1.0
714186,1998,nm0000200_rm3645020928_1955-5-17_1998.jpg,1.0
714186,2004,nm0000200_rm3692009472_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm3710359552_1955-5-17_2006.jpg,1.0
714186,2004,nm0000200_rm3725563904_1955-5-17_2004.jpg,1.0
714186,2006,nm0000200_rm3727136768_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm3743913984_1955-5-17_2006.jpg,1.0
714186,2012,nm0000200_rm3770332416_1955-5-17_2012.jpg,1.0
714186,2006,nm0000200_rm3782773248_1955-5-17_2006.jpg,1.0
714186,2014,nm0000200_rm3785871104_1955-5-17_2014.jpg,1.0
714186,1990,nm0000200_rm3821320960_1955-5-17_1990.jpg,1.0
714186,2013,nm0000200_rm3850033920_1955-5-17_2013.jpg,1.0
714186,2012,nm0000200_rm3854218496_1955-5-17_2012.jpg,1.0
714186,2009,nm0000200_rm3881537024_1955-5-17_2009.jpg,1.0
714186,1999,nm0000200_rm3904215040_1955-5-17_1999.jpg,1.0
714186,2006,nm0000200_rm3916990976_1955-5-17_2006.jpg,1.0
714186,1999,nm0000200_rm3920992256_1955-5-17_1999.jpg,1.0
714186,2012,nm0000200_rm3921327360_1955-5-17_2012.jpg,1.0
714186,1999,nm0000200_rm3937769472_1955-5-17_1999.jpg,1.0
714186,2006,nm0000200_rm4000877056_1955-5-17_2006.jpg,1.0
714186,2012,nm0000200_rm4005213440_1955-5-17_2012.jpg,1.0
714186,1990,nm0000200_rm4005870336_1955-5-17_1990.jpg,1.0
714186,2012,nm0000200_rm4072322304_1955-5-17_2012.jpg,1.0
714186,1993,nm0000200_rm4114189824_1955-5-17_1993.jpg,1.0
714186,1999,nm0000200_rm4139096064_1955-5-17_1999.jpg,1.0
714186,1999,nm0000200_rm4155873280_1955-5-17_1999.jpg,1.0
714186,2012,nm0000200_rm4156208384_1955-5-17_2012.jpg,1.0
714186,2014,nm0000200_rm4157135616_1955-5-17_2014.jpg,1.0
714186,2012,nm0000200_rm4189762816_1955-5-17_2012.jpg,1.0
714186,1998,nm0000200_rm4195522560_1955-5-17_1998.jpg,1.0
714186,2013,nm0000200_rm4209892352_1955-5-17_2013.jpg,1.0
714186,1998,nm0000200_rm4212299776_1955-5-17_1998.jpg,1.0
714186,1999,nm0000200_rm4222982144_1955-5-17_1999.jpg,1.0
714186,1989,nm0000200_rm4228896512_1955-5-17_1989.jpg,1.0
714186,1998,nm0000200_rm4229076992_1955-5-17_1998.jpg,1.0
714186,2012,nm0000200_rm4240094464_1955-5-17_2012.jpg,1.0
714186,2014,nm0000200_rm4241021696_1955-5-17_2014.jpg,1.0
714186,1998,nm0000200_rm4245854208_1955-5-17_1998.jpg,1.0
714186,1999,nm0000200_rm4246444544_1955-5-17_1999.jpg,1.0
714186,1999,nm0000200_rm4263221760_1955-5-17_1999.jpg,1.0
714186,2007,nm0000200_rm451451648_1955-5-17_2007.jpg,1.0
714186,2011,nm0000200_rm460894208_1955-5-17_2011.jpg,1.0
714186,2011,nm0000200_rm526823424_1955-5-17_2011.jpg,1.0
714186,2013,nm0000200_rm540133376_1955-5-17_2013.jpg,1.0
714186,2006,nm0000200_rm574134272_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm607688704_1955-5-17_2006.jpg,1.0
714186,2014,nm0000200_rm614256128_1955-5-17_2014.jpg,1.0
714186,2006,nm0000200_rm624465920_1955-5-17_2006.jpg,1.0
714186,2013,nm0000200_rm635755264_1955-5-17_2013.jpg,1.0
714186,1998,nm0000200_rm640781824_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm641243136_1955-5-17_2006.jpg,1.0
714186,1998,nm0000200_rm658742016_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm674797568_1955-5-17_2006.jpg,1.0
714186,2003,nm0000200_rm680827136_1955-5-17_2003.jpg,1.0
714186,2013,nm0000200_rm691128320_1955-5-17_2013.jpg,1.0
714186,1998,nm0000200_rm70356480_1955-5-17_1998.jpg,1.0
714186,1998,nm0000200_rm707890688_1955-5-17_1998.jpg,1.0
714186,2003,nm0000200_rm714381568_1955-5-17_2003.jpg,1.0
714186,2006,nm0000200_rm725129216_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm741906432_1955-5-17_2006.jpg,1.0
714186,2006,nm0000200_rm758683648_1955-5-17_2006.jpg,1.0
714186,2007,nm0000200_rm771005184_1955-5-17_2007.jpg,1.0
714186,1998,nm0000200_rm791776768_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm859346944_1955-5-17_2006.jpg,1.0
714186,2009,nm0000200_rm895258112_1955-5-17_2009.jpg,1.0
714186,2013,nm0000200_rm909232128_1955-5-17_2013.jpg,1.0
714186,2006,nm0000200_rm943233024_1955-5-17_2006.jpg,1.0
714186,2013,nm0000200_rm959044352_1955-5-17_2013.jpg,1.0
714186,2006,nm0000200_rm960010240_1955-5-17_2006.jpg,1.0
714186,1998,nm0000200_rm976326144_1955-5-17_1998.jpg,1.0
714186,2006,nm0000200_rm976787456_1955-5-17_2006.jpg,1.0
717405,2005,nm0000300_rm1055168768_1964-3-9_2005.jpg,0.0
717405,1988,nm0000300_rm1092988928_1964-3-9_1988.jpg,0.0
717405,1996,nm0000300_rm1111199232_1964-3-9_1996.jpg,0.0
717405,2006,nm0000300_rm114268160_1964-3-9_2006.jpg,0.0
717405,1988,nm0000300_rm1143320576_1964-3-9_1988.jpg,0.0
717405,2007,nm0000300_rm1145215744_1964-3-9_2007.jpg,0.0
717405,2015,nm0000300_rm1196883200_1964-3-9_2015.jpg,0.0
717405,2005,nm0000300_rm132421888_1964-3-9_2005.jpg,0.0
717405,2014,nm0000300_rm1354223360_1964-3-9_2014.jpg,0.0
717405,2014,nm0000300_rm1371000576_1964-3-9_2014.jpg,0.0
717405,2014,nm0000300_rm1387777792_1964-3-9_2014.jpg,0.0
717405,2014,nm0000300_rm1404555008_1964-3-9_2014.jpg,0.0
717405,2008,nm0000300_rm1489406208_1964-3-9_2008.jpg,0.0
717405,1992,nm0000300_rm152145408_1964-3-9_1992.jpg,0.0
717405,2008,nm0000300_rm1556515072_1964-3-9_2008.jpg,0.0
717405,2014,nm0000300_rm1572327168_1964-3-9_2014.jpg,0.0
717405,2008,nm0000300_rm1573292288_1964-3-9_2008.jpg,0.0
717405,2014,nm0000300_rm1605881600_1964-3-9_2014.jpg,0.0
717405,2002,nm0000300_rm1650694912_1964-3-9_2002.jpg,0.0
717405,2002,nm0000300_rm1667472128_1964-3-9_2002.jpg,0.0
717405,2002,nm0000300_rm1684249344_1964-3-9_2002.jpg,0.0
717405,2002,nm0000300_rm1701026560_1964-3-9_2002.jpg,0.0
717405,2002,nm0000300_rm1732549120_1964-3-9_2002.jpg,0.0
717405,2007,nm0000300_rm1758107648_1964-3-9_2007.jpg,0.0
717405,2007,nm0000300_rm1774884864_1964-3-9_2007.jpg,0.0
717405,2007,nm0000300_rm1791662080_1964-3-9_2007.jpg,0.0
717405,2013,nm0000300_rm1831001600_1964-3-9_2013.jpg,0.0
717405,2007,nm0000300_rm1841993728_1964-3-9_2007.jpg,0.0
717405,2007,nm0000300_rm1858770944_1964-3-9_2007.jpg,0.0
717405,2006,nm0000300_rm1925290240_1964-3-9_2006.jpg,0.0
717405,2010,nm0000300_rm1942207232_1964-3-9_2010.jpg,0.0
717405,2006,nm0000300_rm1975621888_1964-3-9_2006.jpg,0.0
717405,1996,nm0000300_rm2000391680_1964-3-9_1996.jpg,0.0
717405,1988,nm0000300_rm2015735808_1964-3-9_1988.jpg,0.0
717405,2013,nm0000300_rm2070726912_1964-3-9_2013.jpg,0.0
717405,2013,nm0000300_rm2087504128_1964-3-9_2013.jpg,0.0
717405,2000,nm0000300_rm213037056_1964-3-9_2000.jpg,0.0
717405,1988,nm0000300_rm2148044288_1964-3-9_1988.jpg,0.0
717405,2002,nm0000300_rm2173212928_1964-3-9_2002.jpg,0.0
717405,1988,nm0000300_rm2181598720_1964-3-9_1988.jpg,0.0
717405,2013,nm0000300_rm2201078528_1964-3-9_2013.jpg,0.0
717405,2013,nm0000300_rm2217855744_1964-3-9_2013.jpg,0.0
717405,1985,nm0000300_rm2251525632_1964-3-9_1985.jpg,0.0
717405,1985,nm0000300_rm2268302848_1964-3-9_1985.jpg,0.0
717405,2006,nm0000300_rm2289670656_1964-3-9_2006.jpg,0.0
717405,2000,nm0000300_rm229814272_1964-3-9_2000.jpg,0.0
717405,2006,nm0000300_rm2306447872_1964-3-9_2006.jpg,0.0
717405,2007,nm0000300_rm2308344064_1964-3-9_2007.jpg,0.0
717405,1988,nm0000300_rm2315816448_1964-3-9_1988.jpg,0.0
717405,2002,nm0000300_rm2324207872_1964-3-9_2002.jpg,0.0
717405,2007,nm0000300_rm2325121280_1964-3-9_2007.jpg,0.0
717405,2014,nm0000300_rm2338439424_1964-3-9_2014.jpg,0.0
717405,2007,nm0000300_rm2341898496_1964-3-9_2007.jpg,0.0
717405,2014,nm0000300_rm2355216640_1964-3-9_2014.jpg,0.0
717405,2002,nm0000300_rm2357762304_1964-3-9_2002.jpg,0.0
717405,2002,nm0000300_rm2391316736_1964-3-9_2002.jpg,0.0
717405,1988,nm0000300_rm2399702528_1964-3-9_1988.jpg,0.0
717405,2002,nm0000300_rm2408093952_1964-3-9_2002.jpg,0.0
717405,1988,nm0000300_rm2500365824_1964-3-9_1988.jpg,0.0
717405,1988,nm0000300_rm2517143040_1964-3-9_1988.jpg,0.0
717405,1988,nm0000300_rm2567474688_1964-3-9_1988.jpg,0.0
717405,1988,nm0000300_rm2634583552_1964-3-9_1988.jpg,0.0
717405,2006,nm0000300_rm2641992192_1964-3-9_2006.jpg,0.0
717405,1988,nm0000300_rm2668137984_1964-3-9_1988.jpg,0.0
717405,2006,nm0000300_rm2675546624_1964-3-9_2006.jpg,0.0
717405,2008,nm0000300_rm270372352_1964-3-9_2008.jpg,0.0
717405,2008,nm0000300_rm2747697408_1964-3-9_2008.jpg,0.0
717405,2008,nm0000300_rm2814806272_1964-3-9_2008.jpg,0.0
717405,2011,nm0000300_rm2836117248_1964-3-9_2011.jpg,0.0
717405,2007,nm0000300_rm2856766208_1964-3-9_2007.jpg,0.0
717405,2011,nm0000300_rm2886448896_1964-3-9_2011.jpg,0.0
717405,1985,nm0000300_rm3107163648_1964-3-9_1985.jpg,0.0
717405,2006,nm0000300_rm3236075520_1964-3-9_2006.jpg,0.0
717405,2011,nm0000300_rm3237917696_1964-3-9_2011.jpg,0.0
717405,2006,nm0000300_rm3252852736_1964-3-9_2006.jpg,0.0
717405,2006,nm0000300_rm3269629952_1964-3-9_2006.jpg,0.0
717405,2006,nm0000300_rm3277101824_1964-3-9_2006.jpg,0.0
717405,2010,nm0000300_rm3277881856_1964-3-9_2010.jpg,0.0
717405,2006,nm0000300_rm3293879040_1964-3-9_2006.jpg,0.0
717405,2010,nm0000300_rm3294659072_1964-3-9_2010.jpg,0.0
717405,2007,nm0000300_rm3305871360_1964-3-9_2007.jpg,0.0
717405,2006,nm0000300_rm3310656256_1964-3-9_2006.jpg,0.0
717405,2010,nm0000300_rm3311436288_1964-3-9_2010.jpg,0.0
717405,2014,nm0000300_rm3317157632_1964-3-9_2014.jpg,0.0
717405,2006,nm0000300_rm3327433472_1964-3-9_2006.jpg,0.0
717405,2014,nm0000300_rm3333934848_1964-3-9_2014.jpg,0.0
717405,2007,nm0000300_rm3339425792_1964-3-9_2007.jpg,0.0
717405,2006,nm0000300_rm3344210688_1964-3-9_2006.jpg,0.0
717405,1992,nm0000300_rm3467819520_1964-3-9_1992.jpg,0.0
